0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,label,file,start,end,label
286.1121121181916,55.031357892929634,166.5376912714496,653.434484974241,326.1535833494582,111.55184866039095,150.732421875,1055.126953125,0.004553260448916408,0.0015607700766207858,0.00146484375,0.0107421875,-485.7502,18.34778,182.14513,9.338664,54.6448,12.651304,15.305431,6.0196695,30.203661,7.2947817,26.46737,4.2283125,16.02498,4.133114,19.126072,5.021768,20.153294,4.169205,13.642002,4.7046895,9.301098,4.7405057,8.537862,3.7643297,7.6653466,3.5830588,12.020806906438585,4.702240827604485,13.135887380053349,3.437628426679039,11.949901595464228,3.2657766313820034,14.848171801821076,3.375257494799371,14.849606512553303,2.2950355750908145,17.948081621595062,2.2276391894141074,42.95740908387435,2.8803388637446004,0.77525395,0.2209063,0.7960006,0.19706345,0.8393962,0.1599983,0.85830003,0.17825009,0.7811913,0.17099,0.7048599,0.20501074,0.59876144,0.19041288,0.5248377,0.18534514,0.5285384,0.19151352,0.5987729,0.22822599,0.64444286,0.21048342,0.71730214,0.2135826,1,CF001 - Missing Queen - Day -.mp3,0.0,11.25,bee
299.85870485202156,116.65191601873094,205.87251373833803,2233.8095471399997,363.47009130271084,254.92453261705734,193.798828125,4543.505859375,0.004703383847891566,0.0015996287337711455,0.00244140625,0.009765625,-512.3926,11.495846,198.71672,6.2164307,57.6064,7.676782,10.63356,5.310367,25.821312,6.1897087,26.193594,4.4001617,17.948248,3.849926,19.396133,5.0266666,19.131382,3.8260965,14.043995,3.8185563,9.632062,4.0889306,6.6062613,3.5046115,5.786463,3.4579148,13.010138918410034,4.579742410301021,12.97231276632778,3.057449643521955,10.853692933819287,2.869572310765217,14.281061708840955,2.8133193777251337,15.525501666080915,2.3494005128030357,17.127180732427963,2.236601227700258,41.58738290818946,3.919241493992238,0.8571792,0.17186923,0.8330183,0.16028643,0.8085831,0.18216182,0.73679507,0.17004077,0.680769,0.19557376,0.60822195,0.19939654,0.54898244,0.17823496,0.54720694,0.18793494,0.59084725,0.2038182,0.6639513,0.18465355,0.7770449,0.16161011,0.8452396,0.16207775,1,CF001 - Missing Queen - Day -.mp3,11.53,15.4,bee
1153.9947381449856,244.52539551674633,0.0,3939.8954743732593,1564.9300678139346,823.1772122949557,0.0,11714.0625,0.013584735289546672,0.0035362350699021682,0.0,0.041015625,-368.19196,15.402139,183.62149,10.288961,27.244781,7.5152383,31.34519,6.061714,14.639334,5.7632127,14.867462,5.5804105,-2.8835878,5.1703796,11.720729,5.3123536,4.959941,5.118615,5.5948453,5.184271,-1.4545516,4.965095,5.046076,4.434205,-2.5177033,4.4022555,10.73197665420307,4.312357720398839,9.872313304855203,3.0799747594884224,11.721595013416186,3.071620664492975,14.896457222431104,3.08118673097069,13.28118416901762,2.007402956608904,17.43024709891167,2.327385483159725,35.823852510487335,6.257806827962226,0.6432918,0.20747283,0.7928813,0.17793109,0.8757813,0.16657734,0.76642025,0.18548642,0.60413915,0.21693508,0.43619537,0.1953365,0.3256683,0.1682158,0.31864396,0.18660705,0.32984945,0.19350702,0.34890965,0.18301468,0.41442704,0.19327328,0.53905207,0.23429474,1,GH001 - Active - Day - 141022_0659_0751.mp3,0.0,60.69,bee
1199.9083949360736,197.44456490601974,819.2406915368746,2813.1463315032083,1633.6776397301762,554.2322106802325,861.328125,7493.5546875,0.013519869676945668,0.003352974026120635,0.00634765625,0.02734375,-371.58426,8.826343,181.20993,7.521599,26.383463,8.7589,31.898272,6.0067573,14.290174,6.034873,15.946073,5.6405873,-3.690036,5.425774,11.674844,5.2185984,4.3317423,4.6721573,4.967139,5.163241,-0.2522083,4.959679,5.1717887,4.521354,-2.9512675,4.6094112,10.608411244889057,4.0833917124057075,10.068486422109673,3.090739664974681,11.883724346903634,3.1088045376989712,14.663101746798139,2.9048920086651018,13.344865609483639,2.144889818564575,17.4052132901404,2.280381625229514,35.036579049597066,6.674391597137707,0.6510141,0.21074665,0.80841833,0.17958209,0.8742825,0.15603621,0.7611899,0.18593486,0.59351915,0.22099602,0.42777166,0.19285114,0.30817854,0.1477458,0.3106918,0.16898324,0.34841126,0.1965579,0.37041363,0.19778998,0.4312462,0.21112323,0.5353954,0.22618876,1,GH001 - Active - Day - 141022_0659_0751.mp3,61.31,69.21,bee
1197.714356282839,168.07833865357858,872.5562653200229,2721.295799680107,1661.4715979487885,463.80039531629245,904.39453125,6223.095703125,0.013533134292400882,0.003384025046708383,0.00341796875,0.02490234375,-374.15625,7.574419,180.82985,6.529043,25.115019,6.9495525,32.504154,5.4593825,14.596384,5.6657,14.483313,4.680042,-3.0735607,5.049528,11.376077,4.9409056,5.459789,4.406106,3.9932673,4.825905,-0.5125532,4.2369623,5.592119,4.401016,-2.2578878,4.6899347,10.290318854119292,4.095963155231203,9.498185864906864,3.041485804479033,11.637899189349453,3.0604736634233864,14.483475956999856,2.887943767403111,13.23482461699385,2.0884978672121073,17.54729394765204,2.168430779748865,34.81798471281201,5.964708998657571,0.670913,0.1994758,0.78585434,0.18320797,0.833986,0.17450383,0.7660025,0.18834877,0.65291995,0.22317989,0.48833415,0.19876823,0.35748023,0.15350755,0.33780834,0.1625161,0.354249,0.1736097,0.38514215,0.17944458,0.46587142,0.20646706,0.592123,0.23518501,1,GH001 - Active - Day - 141022_0659_0751.mp3,69.67,74.94,bee
1204.681329553724,213.73492990165354,891.0127397815565,2493.445101411283,1667.4774169921875,564.8175709591527,925.927734375,5469.43359375,0.013544718424479166,0.003516278235652517,0.005859375,0.02392578125,-371.1692,10.139557,180.27246,7.826973,26.30423,6.856359,33.315,5.7870274,13.374127,4.6136417,17.553171,5.3716183,-2.5643988,4.2908077,10.799087,4.276537,2.6247056,5.9113007,5.796444,4.7215805,-1.1238045,4.8432264,6.039379,4.654766,-2.3974142,4.221215,10.79466924712088,4.435620097528425,9.355565237911433,3.1281726918535595,12.229024757591537,2.7969455228284565,14.454667920685528,2.556478970455093,13.583519267172749,2.179107242557852,17.26160338621112,2.2842902900394604,37.40581078095957,7.759454591195074,0.67236733,0.18087986,0.8223497,0.15836796,0.88781005,0.1402177,0.82028866,0.15843838,0.6851377,0.19939959,0.514919,0.19958639,0.35584345,0.14686745,0.33477843,0.1430548,0.3802568,0.17764318,0.41934618,0.19208463,0.5025529,0.1855537,0.5820295,0.18104541,1,GH001 - Active - Day - 141022_0659_0751.mp3,75.27,76.38,bee
1194.397250267136,237.11042579943873,455.7596728443276,3533.8183611147256,1686.7573679765292,716.5566837418424,409.130859375,10443.603515625,0.013738553520625888,0.003471081983766938,0.00537109375,0.0283203125,-366.54895,12.967873,176.14178,7.906072,29.543436,7.0748363,30.756079,5.363489,18.345253,5.3290396,12.550284,5.4039674,-1.817805,4.8679385,9.668344,4.723079,6.745519,4.5297146,2.3930132,4.407268,1.1078618,4.1128635,4.0406446,3.9712355,-1.6605171,4.037915,10.938741048409808,4.23663788920942,9.95393761082634,3.1899644359999995,11.98263761000309,3.0991227526018923,14.82512834995351,3.082417330139893,13.131511506526724,2.0016015294479783,17.7636364943839,2.412467182620964,36.45582685173735,6.665886875883206,0.66251683,0.21144533,0.79240596,0.17738162,0.87003213,0.16964166,0.7497049,0.19369276,0.5647851,0.2041003,0.40446484,0.18118343,0.31705436,0.15997605,0.3301237,0.18459818,0.36607376,0.20291841,0.40748772,0.2047952,0.48015457,0.21609008,0.5738699,0.23652153,1,GH001 - Active - Day - 141022_0659_0751.mp3,77.29,93.61,bee
1212.4257995921723,153.5285232488646,883.9920008408708,2133.789379223781,1625.7243738222362,436.04552522094787,796.728515625,3832.91015625,0.013503062185929648,0.003475533367062731,0.00439453125,0.03173828125,-376.47195,8.030808,179.22736,6.2729883,27.803776,8.09677,32.669563,5.9069247,14.880173,5.577374,14.019808,5.158575,-3.3440351,5.1938405,11.159919,4.7333364,6.2790885,4.9998536,4.3331285,4.3803163,-0.047341537,4.3180175,4.7826643,4.1431274,-1.698789,4.3226905,10.792035962965326,4.23762532601194,10.109458808439221,3.3582373892177193,11.850172325516471,3.152875483741447,15.15158383857293,3.116252856334212,13.075643175757099,2.022649662389208,17.52440572812303,2.3596519493038834,33.459717826804166,5.936998600708274,0.68492454,0.22399686,0.8018663,0.18409327,0.85192394,0.15843718,0.78928804,0.1923265,0.644053,0.22349969,0.4625368,0.20105194,0.32584995,0.14692865,0.3100386,0.14944242,0.35690954,0.18488987,0.4002393,0.19267139,0.47615904,0.20783284,0.568339,0.21327746,1,GH001 - Active - Day - 141022_0659_0751.mp3,94.42,105.97,bee
1232.711095410781,180.20696002011164,887.8223992572815,1942.2976987514667,1790.1698429261862,500.0040408733112,925.927734375,4457.373046875,0.013551735500878735,0.00327961657499851,0.00537109375,0.02294921875,-372.6102,8.824362,178.43198,7.4870253,23.986618,7.7028303,33.72155,5.9114184,14.810414,5.8475866,15.406555,5.552519,-4.005631,5.2141333,12.479437,4.608863,5.488822,5.136494,5.5644813,4.8156137,-0.8627113,4.9225664,5.576323,4.5991163,-1.0163194,4.4273844,11.223098306676267,4.5494071977598605,9.716428582395688,3.205685981759609,11.659217500487888,2.977926252297759,15.011521812323014,2.9885058269008264,13.044472713963073,2.004608604595287,17.33742460077438,2.2972278855218606,36.40607634087706,6.287871096131853,0.6911024,0.23104447,0.79202807,0.17924345,0.8616425,0.14104867,0.8296628,0.17185183,0.69007176,0.20844316,0.54864955,0.22194456,0.39922076,0.1735109,0.33691877,0.1559022,0.35028762,0.1673768,0.38567144,0.17895588,0.4661573,0.20045874,0.56315994,0.20928554,1,GH001 - Active - Day - 141022_0659_0751.mp3,106.59,113.19,bee
1168.1536700875145,171.48762864319187,810.1434837158878,3353.7473857921955,1604.8132844193713,472.66440242905054,775.1953125,8311.81640625,0.013170123922413794,0.0031518080185504427,0.00439453125,0.02685546875,-372.67404,8.966163,181.46927,6.9846745,25.11669,7.9548507,33.530502,5.9481006,16.154593,5.7477255,13.603368,5.2834134,-2.6751096,5.083391,12.239425,4.973063,5.703194,4.891844,4.5684433,4.6820784,0.23554261,4.705693,5.53271,4.6249495,-1.5631373,4.4996653,11.037162242449776,4.394241449389428,9.573974501624772,3.171141157588506,11.813016386473556,3.1565043992288144,14.974409126772938,3.122829182813434,13.110970098828812,2.0693154770871045,17.54908365055797,2.3540008239100896,34.89324335941434,6.125029031868255,0.63188607,0.23989718,0.7209715,0.19627564,0.83180535,0.1563197,0.8575292,0.17436874,0.7279748,0.19676773,0.5899059,0.21407032,0.45074412,0.18901417,0.37445816,0.17795047,0.3795386,0.1916983,0.40039834,0.20151503,0.44139153,0.20163794,0.5154904,0.21177608,1,GH001 - Active - Day - 141022_0659_0751.mp3,113.83,142.44,bee
